RELEASE_DATE,TICKER,NAME,ACTUAL_RELEASE,ECO_RELEASE_DT,BN_SURVEY_MEDIAN,BN_SURVEY_AVERAGE,BN_SURVEY_HIGH,BN_SURVEY_LOW,FORECAST_STANDARD_DEVIATION,BN_SURVEY_NUMBER_OBSERVATIONS,RELEVANCE_VALUE,SURPRISES,ZSCORE
2008-12-15 00:00:00,IP CHNG Index,US Industrial Production MOM SA,-0.6,20081215,-0.8,-0.78,0.4,-2,0.5,68,90.0,0.20000000000000007,0.40000000000000013
2008-12-15 00:00:00,CPTICHNG Index,US Capacity Utilization % of Total Capacity SA,75.4,20081215,75.6,75.623,76.6,73.8,0.4,61,63.7795,-0.19999999999998863,-0.4999999999999716
2008-12-15 00:00:00,FRNTTNET Index,US Treasury International Capital Net Monthly Inflows Total,286.3,20081215,,,,,,2,63.937,,
2008-12-15 00:00:00,FRNTTOTL Index,US Foreign Net Transactions,1.5,20081215,40,34.34,40,15,9.8,5,70.0787,-38.5,-3.9285714285714284
2008-12-16 00:00:00,CPUPXCHG Index,US CPI Urban Consumers Less Food & Energy MoM SA,0,20081216,0.1,0.1,0.2,-0.3,0.1,70,76.378,-0.1,-1.0
2008-12-16 00:00:00,CPI CHNG Index,US CPI Urban Consumers MoM SA,-1.7,20081216,-1.3,-1.2,-0.4,-1.7,0.3,71,95.2756,-0.3999999999999999,-1.333333333333333
2008-12-16 00:00:00,CPURNSA Index,US CPI Urban Consumers NSA,212.425,20081216,212.699,212.725,213,212.5,0.199,4,36.2205,-0.2740000000000009,-1.3768844221105572
2008-12-16 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,-51,20081216,-52,-51,-50,-52,0.9,3,65.5906,1,1.1111111111111112
2008-12-16 00:00:00,FDTR Index,Federal Funds Target Rate - Upper Bound,0.25,20081216,0.5,0.48,1,0,0.13,85,96.8504,-0.25,-1.923076923076923
2008-12-16 00:00:00,CPUPAXFE Index,US CPI Urban Consumers Less Food & Energy SA,216.849,20081216,,,,,,,39.3701,,
2008-12-16 00:00:00,CPI YOY Index,US CPI Urban Consumers YoY NSA,1.1,20081216,1.5,1.5,2.3,1,0.3,30,73.7008,-0.3999999999999999,-1.333333333333333
2008-12-16 00:00:00,CPI XYOY Index,US CPI Urban Consumers Less Food & Energy YoY NSA,2,20081216,2.1,2.1,2.2,1.9,0.1,30,48.0315,-0.10000000000000009,-1.0000000000000009
2008-12-17 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,2.9,20081217,,,,,,,92.126,,
2008-12-18 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,4384,20081218,4390,4405.8,4537,4350,57.0,9,68.5039,-6,-0.10526315789473684
2008-12-18 00:00:00,LEI CHNG Index,Conference Board US Leading Index MoM,-0.4,20081218,-0.4,-0.4,0,-1,0.2,55,82.6772,0.0,0.0
2008-12-18 00:00:00,OUTFGAF Index,Philadelphia Fed Business Outlook Survey Diffusion Index General Conditions,-32.9,20081218,-40.5,-40.64,-35,-47.9,2.6,53,77.4803,7.600000000000001,2.9230769230769234
2008-12-18 00:00:00,INJCJC Index,US Initial Jobless Claims SA,554,20081218,554,559.6,600,540,14.0,42,97.6378,0,0.0
2008-12-23 00:00:00,HPIMMOM% Index,FHFA US House Price Index Purchase Only MoM% SA,-1.1,20081223,-1.3,-1.2,-0.8,-1.6,0.2,8,67.7953,0.19999999999999996,0.9999999999999998
2008-12-23 00:00:00,RCHSINDX Index,Richmond Manufacturing Survey Current Manufacturing Composite SA,-55,20081223,-40,-40,-39,-41,1.0,7,69.4488,-15,-15.0
2008-12-23 00:00:00,NHSLTOT Index,US New One Family Houses Sold Annual Total SAAR,407,20081223,415,409.66,435,343,16.0,65,92.3077,-8,-0.5
2008-12-23 00:00:00,ETSLMOM Index,US Existing Homes Sales MoM SA,-8.6,20081223,-1,-1.65,4.42,-20.08,2.7,63,45.6693,-7.6,-2.8148148148148144
2008-12-23 00:00:00,GDP CQOQ Index,GDP US Chained 2012 Dollars QoQ SAAR,-0.5,20081223,-0.5,-0.5,-0.4,-0.8,0.1,65,96.063,0.0,0.0
2008-12-23 00:00:00,CONSSENT Index,University of Michigan Consumer Sentiment Index,60.1,20081223,58.8,58.7,60.2,57,0.8,50,92.9134,1.3000000000000043,1.6250000000000053
2008-12-23 00:00:00,GDP PIQQ Index,US GDP Price Index QoQ SAAR,3.9,20081223,4.2,4.2,4.2,4,,34,77.1654,-0.30000000000000027,
2008-12-23 00:00:00,GDPCTOT% Index,GDP US Personal Consumption Chained 2012 Dlrs % Change from Previous Period SAAR,-3.8,20081223,-3.7,-3.7,-3.7,-3.7,,8,67.7953,-0.09999999999999964,
2008-12-23 00:00:00,ETSLTOTL Index,US Existing Homes Sales SAAR,4.49,20081223,4.93,4.9,5.2,3.98,0.13,63,88.189,-0.4399999999999995,-3.3846153846153806
2008-12-23 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,-48,20081223,-51,-51,-50,-51,0.5,3,65.5906,3,6.0
2008-12-23 00:00:00,GDPCPCEC Index,US GDP Personal Consumption Core Price Index QoQ % SAAR,2.4,20081223,2.6,2.6,2.6,2.6,,11,66.9291,-0.20000000000000018,
2008-12-24 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,48,20081224,,,,,,,92.126,,
2008-12-24 00:00:00,DGNOXTCH Index,US Durable Goods New Orders Total ex Transportation MoM SA,1.2,20081224,-3,-2.6,3,-4.5,1.6,37,72.4409,4.2,2.625
2008-12-24 00:00:00,DGNOCHNG Index,US Durable Goods New Orders Industries MoM SA,-1,20081224,-3,-3.1,1,-8,1.5,65,91.3386,2,1.3333333333333333
2008-12-24 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,4370,20081224,4410,4415.7,4537,4300,56.0,10,68.5039,-40,-0.7142857142857143
2008-12-24 00:00:00,INJCJC Index,US Initial Jobless Claims SA,586,20081224,560,559.7,595,535,14.0,33,97.6378,26,1.8571428571428572
2008-12-30 00:00:00,CHPMINDX Index,Market News International Chicago Business Barometer SA,34.1,20081230,33,33.6,42.1,29.8,2.4,46,81.1024,1.1000000000000014,0.4583333333333339
2008-12-30 00:00:00,SPCS20 Index,S&P CoreLogic Case-Shiller 20-City Composite Home Price NSA Index,158.16,20081230,,,,,,1,40.1575,,
2008-12-30 00:00:00,CONCCONF Index,Conference Board Consumer Confidence SA 1985=100,38,20081230,45.5,45.67,51.1,40,2.2,52,93.7008,-7.5,-3.4090909090909087
2008-12-30 00:00:00,SPCS20Y% Index,S&P CoreLogic Case-Shiller 20-City Composite City Home Price NSA Index YOY%,-18.04,20081230,-17.9,-17.82,-17,-18.4,0.29,21,40.9449,-0.14000000000000057,-0.4827586206896572
2008-12-30 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,-49,20081230,,,,,,1,65.5906,,
2008-12-31 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,0,20081231,,,,,,,92.126,,
2008-12-31 00:00:00,INJCJC Index,US Initial Jobless Claims SA,492,20081231,575,571.3,585,540,11.0,17,97.6378,-83,-7.545454545454546
2008-12-31 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,4506,20081231,4400,4410.6,4490,4390,30.0,8,68.5039,106,3.533333333333333
2009-01-02 00:00:00,NAPMPRIC Index,ISM Manufacturing Report on Business Prices Index NSA,18,20090102,20,19.3,25,10,4.2,15,71.6535,-2,-0.47619047619047616
2009-01-02 00:00:00,NAPMPMI Index,ISM Manufacturing PMI SA,32.4,20090102,35.4,35.5,40,34,1.0,57,94.4882,-3.0,-3.0
2009-01-05 00:00:00,CNSTTMOM Index,Census Bureau US Construction Spending MoM SAAR,-0.6,20090105,-1.4,-1.4,-0.3,-2.5,0.5,48,78.7402,0.7999999999999999,1.5999999999999999
2009-01-06 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,-49,20090106,,,,,,2,65.5906,,
2009-01-06 00:00:00,TMNOCHNG Index,US Manufacturers New Orders Total MoM SA,-4.6,20090106,-2.3,-2.3,-0.4,-6.5,0.9,60,84.252,-2.3,-2.5555555555555554
2009-01-06 00:00:00,NAPMNMI Index,ISM Services PMI,40.6,20090106,36.5,36.5,42,34,1.5,63,77.9528,4.100000000000001,2.7333333333333343
2009-01-06 00:00:00,USPHTMOM Index,US Pending Home Sales Index MoM SA,-4,20090106,-1,-1.72,1.5,-5,1.5,34,74.8031,-3,-2.0
2009-01-07 00:00:00,ADP CHNG Index,ADP National Employment Report SA Private Nonfarm Level Change,-693,20090107,-495,-476.9,-250,-550,66.0,24,85.0394,-198,-3.0
2009-01-07 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,-8.2,20090107,,,,,,,92.126,,
2009-01-07 00:00:00,CHALYOY% Index,Challenger US Job Cut Announcements Year Over Year Percent Change,274.5,20090107,,,,,,,35.4331,,
2009-01-08 00:00:00,INJCJC Index,US Initial Jobless Claims SA,467,20090108,545,542.6,600,480,26.0,35,97.6378,-78,-3.0
2009-01-08 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,4611,20090108,4482.5,4475.1,4500,4400,29.0,10,68.5039,128.5,4.431034482758621
2009-01-08 00:00:00,CICRTOT Index,Federal Reserve Consumer Credit Total Net Change SA,-7.9,20090108,0,0.364,6.9,-5,2.4050000000000002,28,38.5827,-7.9,-3.284823284823285
2009-01-09 00:00:00,MWINCHNG Index,Merchant Wholesalers Inventories Total Monthly % Change,-0.6,20090109,-0.7,-0.8,-0.3,-2,0.4,27,80.315,0.09999999999999998,0.24999999999999994
2009-01-09 00:00:00,NFP TCH Index,US Employees on Nonfarm Payrolls Total MoM Net Change SA,-524,20090109,-525,-536,-350,-750,71.0,73,98.4252,1,0.014084507042253521
2009-01-09 00:00:00,USMMMNCH Index,US Employees on Nonfarm Payrolls Manufacturing Industry Monthly Net Change SA,-149,20090109,-100,-104,-75,-180,23.0,18,68.8976,-49,-2.130434782608696
2009-01-09 00:00:00,USURTOT Index,U-3 US Unemployment Rate Total in Labor Force Seasonally Adjusted,7.2,20090109,7,7,7.1,6.8,0.1,71,87.4016,0.20000000000000018,2.0000000000000018
2009-01-13 00:00:00,USTBTOT Index,US Trade Balance of Goods and Services SA,-40.4,20090113,-51,-51.063,-39,-58,3.3,66,83.4646,10.600000000000001,3.212121212121213
2009-01-13 00:00:00,FDDSSD Index,US Treasury Federal Budget Debt Summary Deficit Or Surplus NSA,-83.6,20090113,-83,-71.66,-26,-90,19.2,35,75.5906,-0.5999999999999943,-0.031249999999999705
2009-01-13 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,-49,20090113,-48,-48,-46,-50,1.6,3,65.5906,-1,-0.625
2009-01-14 00:00:00,IMP1CHNG Index,US Import Price Index by End Use All MoM NSA,-4.2,20090114,-5.3,-5.3,-1.8,-8.5,1.0,56,76.8504,1.0999999999999996,1.0999999999999996
2009-01-14 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,15.8,20090114,,,,,,,92.126,,
2009-01-14 00:00:00,RSTAMOM Index,Adjusted Retail & Food Services Sales SA Total Monthly % Change,-2.7,20090114,-1.2,-1.3,-0.3,-3.5,0.4,78,90.5512,-1.5000000000000002,-3.7500000000000004
2009-01-14 00:00:00,RSTAXMOM Index,Adjusted Retail Sales Less Autos SA Monthly % Change,-3.1,20090114,-1.4,-1.4,-0.4,-2.6,0.4,76,64.5669,-1.7000000000000002,-4.25
2009-01-14 00:00:00,MTIBCHNG Index,US Manufacturing & Trade Inventories Total MoM SA,-0.7,20090114,-0.5,-0.5,-0.3,-0.9,0.1,48,37.7953,-0.19999999999999996,-1.9999999999999996
2009-01-14 00:00:00,IMP1YOY% Index,US Import Price Index by End Use All YoY NSA,-9.3,20090114,-9.5,-9.3,-7.1,-10.5,0.9,11,32.2835,0.1999999999999993,0.22222222222222143
2009-01-15 00:00:00,OUTFGAF Index,Philadelphia Fed Business Outlook Survey Diffusion Index General Conditions,-24.3,20090115,-35,-34.92,-28,-41.3,3.0,53,77.4803,10.7,3.5666666666666664
2009-01-15 00:00:00,INJCJC Index,US Initial Jobless Claims SA,524,20090115,503,513.2,700,442,46.0,42,97.6378,21,0.45652173913043476
2009-01-15 00:00:00,EMPRGBCI Index,US Empire State Manufacturing Survey General Business Conditions SA,-22.2,20090115,-25,-24.7,-18,-28,2.1,49,81.8898,2.8000000000000007,1.3333333333333337
2009-01-15 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,4497,20090115,4620,4621.7,4685,4575,28.0,12,68.5039,-123,-4.392857142857143
2009-01-16 00:00:00,CPUPAXFE Index,US CPI Urban Consumers Less Food & Energy SA,216.816,20090116,,,,,,,39.3701,,
2009-01-16 00:00:00,CPURNSA Index,US CPI Urban Consumers NSA,210.228,20090116,210.209,210.14,210.5,209.641,0.339,4,36.2205,0.019000000000005457,0.056047197640134085
2009-01-16 00:00:00,FRNTTOTL Index,US Foreign Net Transactions,-21.7,20090116,15,15.6,36,0,13.7,5,70.0787,-36.7,-2.6788321167883216
2009-01-16 00:00:00,CPI YOY Index,US CPI Urban Consumers YoY NSA,0.1,20090116,-0.2,-0.2,0.2,-0.8,0.2,34,73.7008,0.30000000000000004,1.5000000000000002
2009-01-16 00:00:00,FRNTTNET Index,US Treasury International Capital Net Monthly Inflows Total,56.8,20090116,,,,,,2,63.937,,
2009-01-16 00:00:00,CPI XYOY Index,US CPI Urban Consumers Less Food & Energy YoY NSA,1.8,20090116,1.8,1.8,2,1.7,0.1,33,48.0315,0.0,0.0
2009-01-16 00:00:00,IP CHNG Index,US Industrial Production MOM SA,-2,20090116,-1,-1.13,-0.2,-2.5,0.4,77,90.0,-1,-2.5
2009-01-16 00:00:00,CPTICHNG Index,US Capacity Utilization % of Total Capacity SA,73.6,20090116,74.5,74.4394,75.4,73.2,0.4,66,63.7795,-0.9000000000000057,-2.250000000000014
2009-01-16 00:00:00,CPUPXCHG Index,US CPI Urban Consumers Less Food & Energy MoM SA,0,20090116,0.1,0,0.1,-0.2,0.1,79,76.378,-0.1,-1.0
2009-01-16 00:00:00,CPI CHNG Index,US CPI Urban Consumers MoM SA,-0.7,20090116,-0.9,-0.9,-0.4,-1.5,0.2,80,95.2756,0.20000000000000007,1.0000000000000002
2009-01-20 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,-53,20090120,-49,-48.7,-47,-50,1.2,3,65.5906,-4,-3.3333333333333335
2009-01-21 00:00:00,USHBMIDX Index,National Association of Home Builders Market Index SA,8,20090121,9,9,11,7,1.0,39,42.5197,-1,-1.0
2009-01-22 00:00:00,HPIMMOM% Index,FHFA US House Price Index Purchase Only MoM% SA,-1.8,20090122,-1.2,-1.2,-0.8,-1.5,0.2,11,67.7953,-0.6000000000000001,-3.0000000000000004
2009-01-22 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,4607,20090122,4555,4559.2,4650,4500,45.0,10,68.5039,52,1.1555555555555554
2009-01-22 00:00:00,INJCJC Index,US Initial Jobless Claims SA,589,20090122,550,551.6,650,450,30.0,40,97.6378,39,1.3
2009-01-22 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,-9.8,20090122,,,,,,,92.126,,
2009-01-26 00:00:00,DFEDGBA Index,Dallas Fed Manufacturing Outlook Level Of General Business Activity,-50.5,20090126,,,,,,2,61.4173,,
2009-01-26 00:00:00,ETSLTOTL Index,US Existing Homes Sales SAAR,4.74,20090126,4.4,4.39,4.6,4.2,0.08,70,88.189,0.33999999999999986,4.249999999999998
2009-01-26 00:00:00,ETSLMOM Index,US Existing Homes Sales MoM SA,6.5,20090126,-2,-2.22,2.45,-6.46,1.9,70,45.6693,8.5,4.473684210526316
2009-01-26 00:00:00,LEI CHNG Index,Conference Board US Leading Index MoM,0.3,20090126,-0.2,-0.1,0.4,-0.7,0.3,57,82.6772,0.5,1.6666666666666667
2009-01-27 00:00:00,SPCS20Y% Index,S&P CoreLogic Case-Shiller 20-City Composite City Home Price NSA Index YOY%,-18.18,20090127,-18.4,-18.44,-17.4,-20,0.53,27,40.9449,0.21999999999999886,0.41509433962263936
2009-01-27 00:00:00,RCHSINDX Index,Richmond Manufacturing Survey Current Manufacturing Composite SA,-49,20090127,-50,-51,-40,-60,6.0,9,69.4488,1,0.16666666666666666
2009-01-27 00:00:00,CONCCONF Index,Conference Board Consumer Confidence SA 1985=100,37.7,20090127,39,38.88,45,35,2.0,70,93.7008,-1.2999999999999972,-0.6499999999999986
2009-01-27 00:00:00,SPCS20 Index,S&P CoreLogic Case-Shiller 20-City Composite Home Price NSA Index,154.59,20090127,,,,,,1,40.1575,,
2009-01-27 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,-54,20090127,-53,-52.7,-52,-53,0.5,3,65.5906,-1,-2.0
2009-01-28 00:00:00,FDTR Index,Federal Funds Target Rate - Upper Bound,0.25,20090128,0.25,0.25,0.25,0.2,0.01,46,96.8504,0.0,0.0
2009-01-28 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,-38.8,20090128,,,,,,,92.126,,
2009-01-29 00:00:00,DGNOCHNG Index,US Durable Goods New Orders Industries MoM SA,-2.6,20090129,-2,-2.1,1.3,-6,1.1,75,91.3386,-0.6000000000000001,-0.5454545454545455
2009-01-29 00:00:00,NHSLTOT Index,US New One Family Houses Sold Annual Total SAAR,331,20090129,397,393.67,412,345,13.0,70,92.3077,-66,-5.076923076923077
2009-01-29 00:00:00,DGNOXTCH Index,US Durable Goods New Orders Total ex Transportation MoM SA,-3.6,20090129,-2.7,-2.6,0.5,-4,0.9,43,72.4409,-0.8999999999999999,-0.9999999999999999
2009-01-29 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,4776,20090129,4625,4638.8,4767,4550,53.0,11,68.5039,151,2.849056603773585
2009-01-29 00:00:00,INJCJC Index,US Initial Jobless Claims SA,588,20090129,575,578.7,650,540,24.0,39,97.6378,13,0.5416666666666666
2009-01-30 00:00:00,CHPMINDX Index,Market News International Chicago Business Barometer SA,33.3,20090130,34.9,34.6,38.8,29.9,1.9,52,81.1024,-1.6000000000000014,-0.8421052631578956
2009-01-30 00:00:00,CONSSENT Index,University of Michigan Consumer Sentiment Index,61.2,20090130,61.9,61.6,65,60,0.9,54,92.9134,-0.6999999999999957,-0.777777777777773
2009-02-02 00:00:00,CNSTTMOM Index,Census Bureau US Construction Spending MoM SAAR,-1.4,20090202,-1.2,-1.2,-0.3,-2,0.4,47,78.7402,-0.19999999999999996,-0.4999999999999999
2009-02-02 00:00:00,NAPMPMI Index,ISM Manufacturing PMI SA,35.6,20090202,32.5,32.7,36,30,1.3,70,94.4882,3.1000000000000014,2.3846153846153855
2009-02-02 00:00:00,NAPMPRIC Index,ISM Manufacturing Report on Business Prices Index NSA,29,20090202,18,18.1,22,10,2.9,14,71.6535,11,3.793103448275862
2009-02-03 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,-52,20090203,,,,,,2,65.5906,,
2009-02-03 00:00:00,USPHTMOM Index,US Pending Home Sales Index MoM SA,6.3,20090203,0,-0.24,2,-5,1.5,28,74.8031,6.3,4.2
2009-02-04 00:00:00,ADP CHNG Index,ADP National Employment Report SA Private Nonfarm Level Change,-522,20090204,-535,-554.8,-487,-720,60.0,23,85.0394,13,0.21666666666666667
2009-02-04 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,8.6,20090204,,,,,,,92.126,,
2009-02-04 00:00:00,CHALYOY% Index,Challenger US Job Cut Announcements Year Over Year Percent Change,222.4,20090204,,,,,,,35.4331,,
2009-02-04 00:00:00,NAPMNMI Index,ISM Services PMI,42.9,20090204,39,39,44,35,1.4,65,77.9528,3.8999999999999986,2.7857142857142847
2009-02-05 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,4788,20090205,4795,4779.3,4860,4695,40.0,12,68.5039,-7,-0.175
2009-02-05 00:00:00,INJCJC Index,US Initial Jobless Claims SA,626,20090205,580,580.5,620,480,22.0,41,97.6378,46,2.090909090909091
2009-02-05 00:00:00,TMNOCHNG Index,US Manufacturers New Orders Total MoM SA,-3.9,20090205,-3.1,-3.2,-1.5,-6.8,0.9,62,84.252,-0.7999999999999998,-0.8888888888888886
2009-02-06 00:00:00,USMMMNCH Index,US Employees on Nonfarm Payrolls Manufacturing Industry Monthly Net Change SA,-207,20090206,-145,-143,-100,-180,23.0,22,68.8976,-62,-2.6956521739130435
2009-02-06 00:00:00,USURTOT Index,U-3 US Unemployment Rate Total in Labor Force Seasonally Adjusted,7.6,20090206,7.5,7.5,7.6,7.3,0.1,74,87.4016,0.09999999999999964,0.9999999999999964
2009-02-06 00:00:00,NFP TCH Index,US Employees on Nonfarm Payrolls Total MoM Net Change SA,-598,20090206,-540,-535,-400,-750,54.0,75,98.4252,-58,-1.0740740740740742
2009-02-06 00:00:00,CICRTOT Index,Federal Reserve Consumer Credit Total Net Change SA,-6.6,20090206,-3.5,-3.907,1.5,-12,3.14,30,38.5827,-3.0999999999999996,-0.9872611464968152
2009-02-10 00:00:00,MWINCHNG Index,Merchant Wholesalers Inventories Total Monthly % Change,-1.4,20090210,-0.7,-0.8,-0.2,-1.5,0.3,35,80.315,-0.7,-2.3333333333333335
2009-02-10 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,-53,20090210,-52,-52.3,-50,-55,2.1,3,65.5906,-1,-0.47619047619047616
2009-02-11 00:00:00,USTBTOT Index,US Trade Balance of Goods and Services SA,-39.9,20090211,-35.7,-35.989,-31,-45,2.5,70,83.4646,-4.199999999999996,-1.6799999999999984
2009-02-11 00:00:00,FDDSSD Index,US Treasury Federal Budget Debt Summary Deficit Or Surplus NSA,-83.8,20090211,-78,-80.674,-72.4,-100,7.0,31,75.5906,-5.799999999999997,-0.8285714285714282
2009-02-11 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,-24.5,20090211,,,,,,,92.126,,
2009-02-12 00:00:00,RSTAMOM Index,Adjusted Retail & Food Services Sales SA Total Monthly % Change,1,20090212,-0.8,-0.8,0.7,-2.2,0.6,72,90.5512,1.8,3.0
2009-02-12 00:00:00,RSTAXMOM Index,Adjusted Retail Sales Less Autos SA Monthly % Change,0.9,20090212,-0.4,-0.5,0.7,-2,0.6,70,64.5669,1.3,2.166666666666667
2009-02-12 00:00:00,MTIBCHNG Index,US Manufacturing & Trade Inventories Total MoM SA,-1.3,20090212,-0.9,-0.9,-0.2,-2,0.4,50,37.7953,-0.4,-1.0
2009-02-12 00:00:00,INJCJC Index,US Initial Jobless Claims SA,623,20090212,610,609,660,510,22.0,45,97.6378,13,0.5909090909090909
2009-02-12 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,4810,20090212,4800,4815.3,4860,4750,31.0,13,68.5039,10,0.3225806451612903
2009-02-17 00:00:00,FRNTTOTL Index,US Foreign Net Transactions,34.8,20090217,20,21.129,50,-5,18.0,7,70.0787,14.799999999999997,0.8222222222222221
2009-02-17 00:00:00,USHBMIDX Index,National Association of Home Builders Market Index SA,9,20090217,8,8,9,7,1.0,44,42.5197,1,1.0
2009-02-17 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,-49,20090217,-53,-53.3,-52,-55,1.1,4,65.5906,4,3.6363636363636362
2009-02-17 00:00:00,EMPRGBCI Index,US Empire State Manufacturing Survey General Business Conditions SA,-34.7,20090217,-23.8,-23,-17.5,-36.5,3.1,44,81.8898,-10.900000000000002,-3.516129032258065
2009-02-17 00:00:00,FRNTTNET Index,US Treasury International Capital Net Monthly Inflows Total,74,20090217,,,,,,1,63.937,,
2009-02-18 00:00:00,IMP1CHNG Index,US Import Price Index by End Use All MoM NSA,-1.1,20090218,-1.2,-1,1.2,-4.2,1.0,52,76.8504,0.09999999999999987,0.09999999999999987
2009-02-18 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,45.7,20090218,,,,,,,92.126,,
2009-02-18 00:00:00,IP CHNG Index,US Industrial Production MOM SA,-1.8,20090218,-1.5,-1.48,0.5,-3.1,0.5,75,90.0,-0.30000000000000004,-0.6000000000000001
2009-02-18 00:00:00,IMP1YOY% Index,US Import Price Index by End Use All YoY NSA,-12.5,20090218,-11.2,-11.5,-11,-12.4,0.5,11,32.2835,-1.3000000000000007,-2.6000000000000014
2009-02-18 00:00:00,CPTICHNG Index,US Capacity Utilization % of Total Capacity SA,72,20090218,72.4,72.3194,73.3,71,0.4,67,63.7795,-0.4000000000000057,-1.0000000000000142
2009-02-19 00:00:00,INJCJC Index,US Initial Jobless Claims SA,627,20090219,620,620.2,660,590,16.0,39,97.6378,7,0.4375
2009-02-19 00:00:00,LEI CHNG Index,Conference Board US Leading Index MoM,0.4,20090219,0.1,0.1,0.4,-0.3,0.2,52,82.6772,0.30000000000000004,1.5000000000000002
2009-02-19 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,4987,20090219,4830,4832.6,4882,4800,26.0,11,68.5039,157,6.038461538461538
2009-02-19 00:00:00,OUTFGAF Index,Philadelphia Fed Business Outlook Survey Diffusion Index General Conditions,-41.3,20090219,-25,-25.5,-20,-34,3.2,53,77.4803,-16.299999999999997,-5.093749999999999
2009-02-20 00:00:00,CPUPXCHG Index,US CPI Urban Consumers Less Food & Energy MoM SA,0.2,20090220,0.1,0.1,0.2,-0.2,0.1,71,76.378,0.1,1.0
2009-02-20 00:00:00,CPI CHNG Index,US CPI Urban Consumers MoM SA,0.3,20090220,0.3,0.2,0.6,-0.6,0.2,71,95.2756,0.0,0.0
2009-02-20 00:00:00,CPURNSA Index,US CPI Urban Consumers NSA,211.143,20090220,211.081,211.058,211.17,210.9,0.11,4,36.2205,0.06200000000001182,0.5636363636364711
2009-02-20 00:00:00,CPUPAXFE Index,US CPI Urban Consumers Less Food & Energy SA,217.265,20090220,,,,,,,39.3701,,
2009-02-20 00:00:00,CPI YOY Index,US CPI Urban Consumers YoY NSA,0,20090220,-0.1,-0.2,0.2,-1,0.3,36,73.7008,0.1,0.33333333333333337
2009-02-20 00:00:00,CPI XYOY Index,US CPI Urban Consumers Less Food & Energy YoY NSA,1.7,20090220,1.5,1.4,1.7,0,0.3,35,48.0315,0.19999999999999996,0.6666666666666665
2009-02-23 00:00:00,DFEDGBA Index,Dallas Fed Manufacturing Outlook Level Of General Business Activity,-57.3,20090223,-50,-47.5,-25,-60,11.1,6,61.4173,-7.299999999999997,-0.6576576576576574
2009-02-24 00:00:00,SPCS20Y% Index,S&P CoreLogic Case-Shiller 20-City Composite City Home Price NSA Index YOY%,-18.55,20090224,-18.3,-18.32,-17.4,-19,0.27,28,40.9449,-0.25,-0.9259259259259258
2009-02-24 00:00:00,HPIMMOM% Index,FHFA US House Price Index Purchase Only MoM% SA,0.1,20090224,-1.7,-1.7,-1.4,-2.1,0.2,12,67.7953,1.8,9.0
2009-02-24 00:00:00,CONCCONF Index,Conference Board Consumer Confidence SA 1985=100,25,20090224,35,35.29,42,26.7,1.9,72,93.7008,-10,-5.2631578947368425
2009-02-24 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,-48,20090224,-48,-48.5,-48,-50,0.9,4,65.5906,0,0.0
2009-02-24 00:00:00,SPCS20 Index,S&P CoreLogic Case-Shiller 20-City Composite Home Price NSA Index,150.66,20090224,,,,,,1,40.1575,,
2009-02-24 00:00:00,RCHSINDX Index,Richmond Manufacturing Survey Current Manufacturing Composite SA,-51,20090224,-49,-49,-44,-55,4.0,10,69.4488,-2,-0.5
